DTLK,GOOG/NASDAQ_DTLK,Datalink Corp.,Computer & Peripherals,NASDAQ,3573
DTSI,GOOG/NASDAQ_DTSI,Dts,Telecom. Equipment,NASDAQ,4811
DTV,GOOG/NASDAQ_DTV,Directv,Cable TV,NASDAQ,4840
DUF,GOOG/NYSE_DUF,Duff & Phelps Corp.,Financial Svcs. (Div.),NYSE,6100
DUK,GOOG/NYSE_DUK,Duke Energy Corp.,Electric Utility (East),NYSE,4911
DUSA,GOOG/NASDAQ_DUSA,Dusa Pharmaceuticals,Drug,NASDAQ,2834
DV,GOOG/NYSE_DV,Devry Inc.,Educational Services,NYSE,8299
DVA,GOOG/NYSE_DVA,Davita Inc.,Medical Services,NYSE,8000
DVAX,GOOG/NASDAQ_DVAX,Dynavax Technologies Corp.,Drug,NASDAQ,2834
DVD,GOOG/NYSE_DVD,Dover Downs Entertainment,Entertainment,NYSE,7950
DVN,GOOG/NYSE_DVN,Devon Energy Corp.,Natural Gas (Diversified,NYSE,4929
DVOX,GOOG/NASDAQ_DVOX,Dynavox Inc.,Computer Software/Svcs,NASDAQ,3579
DVR,GOOG/NYSE_DVR,Cal Dive International,Oilfield Svcs/Equip.,NYSE,3533
DW,GOOG/NYSE_DW,Drew Industries Inc.,Building Materials,NYSE,3200
DWA,GOOG/NASDAQ_DWA,Dreamworks Animation Skg,Entertainment,NASDAQ,7950
DWCH,GOOG/NASDAQ_DWCH,Datawatch Corp.,Computer Software & Svcs,NASDAQ,3579
DWRE,GOOG/NYSE_DWRE,Demandware Inc.,E-Commerce,NYSE,7372
DWSN,GOOG/NASDAQ_DWSN,Dawson Geophysical Company,Oilfield Services/Equip.,NASDAQ,3533
DX,GOOG/NYSE_DX,Dynex Capital,R.E.I.T.,NYSE,6720
DXCM,GOOG/NASDAQ_DXCM,Dexcom,Medical Supplies,NASDAQ,8060
DXLG,GOOG/NASDAQ_DXLG,Casual Male Retail Group,Retail (Softlines),NASDAQ,5600
DXPE,GOOG/NASDAQ_DXPE,Dxp Enterprises,Industrial Services,NASDAQ,7300
DXR,GOOG/AMEX_DXR,Daxor Corp.,Medical Services,AMEX,8000
DXYN,GOOG/NASDAQ_DXYN,The Dixie Group,Textile,NASDAQ,2200
DY,GOOG/NYSE_DY,Dycom Industries,Telecom. Services,NYSE,4810
DYAX,GOOG/NASDAQ_DYAX,Dyax,Drug,NASDAQ,2834
DYII,GOOG/NASDAQ_DYII,Dynacq Healthcare,Medical Services,NASDAQ,8000
DYN,GOOG/NYSE_DYN,Dynegy Inc.,Natural Gas (Diversified,NYSE,4929
DYNT,GOOG/NASDAQ_DYNT,Dynatronics Corp.,Medical Supplies,NASDAQ,8060
DYSL,GOOG/NASDAQ_DYSL,Dynasil Corporation Of America,Semiconductor,NASDAQ,3674
E,GOOG/NYSE_E,Eni S.P.A.,Oilfield Services/Equip.,NYSE,3533
EA,GOOG/NASDAQ_EA,Electronic Arts Inc.,Entertainment Tech,NASDAQ,3663
EAC,GOOG/NASDAQ_EAC,Erickson Air-Crane Incorporated,Petroleum (Producing),NASDAQ,1300
EAGL,GOOG/NASDAQ_EAGL,Global Eagle Acquisition Corp.,Air Transport,NASDAQ,4510
EAT,GOOG/NYSE_EAT,Brinker International,Restaurant,NYSE,5812
EBAY,GOOG/NASDAQ_EBAY,Ebay Inc.,Internet,NASDAQ,7370
EBF,GOOG/NYSE_EBF,Ennis,Office Equip & Supplies,NYSE,3570
EBIX,GOOG/NASDAQ_EBIX,Ebix Inc,Computer Software & Svcs,NASDAQ,3579
EBMT,GOOG/NASDAQ_EBMT,Eagle Bancorp Montana,Thrift,NASDAQ,6120
EBS,GOOG/NYSE_EBS,Emergent Biosolutions,Drug,NYSE,2834
EBSB,GOOG/NASDAQ_EBSB,Meridian Interstate Bancorp,Thrift,NASDAQ,6120
EBTC,GOOG/NASDAQ_EBTC,Enterprise Bancorp Inc,Bank,NASDAQ,6000
EC,GOOG/NYSE_EC,Ecopetrol S.A.,Chemical (Specialty),NYSE,2820
ECA,GOOG/NYSE_ECA,Encana Corp.,Petroleum (Producing),NYSE,1300
ECA.TO,YAHOO/TSX_ECA_TO,EnCana Corp.,Canadian Energy,TSX,
ECBE,GOOG/AMEX_ECBE,ECB Bancorp Inc,Bank,AMEX,6000
ECHO,GOOG/NASDAQ_ECHO,Echo Global Logistics,Industrial Services,NASDAQ,7300
ECL,GOOG/NYSE_ECL,Ecolab Inc.,Chemical (Specialty),NYSE,2820
ECOL,GOOG/NASDAQ_ECOL,US Ecology,Environmental,NASDAQ,4953
ECPG,GOOG/NASDAQ_ECPG,Encore Capital Group Inc,Financial Svcs. (Div.),NASDAQ,6100
ECTE,GOOG/NASDAQ_ECTE,Echo Therapeutics,Telecom. Services,NASDAQ,4810
ECTY,GOOG/NASDAQ_ECTY,Ecotality,Power,NASDAQ,4900
ECYT,GOOG/NASDAQ_ECYT,Endocyte,Drug,NASDAQ,2834
ED,GOOG/NYSE_ED,Consolidated Edison Company Of New York,Electric Utility (East),NYSE,4911
EDAC,GOOG/NASDAQ_EDAC,Edac Technologies Corp.,Aerospace/Defense,NASDAQ,3720
EDE,GOOG/NYSE_EDE,Empire District Electric Company,Electric Util. (Central),NYSE,4912
EDEN,GOOG/AMEX_EDEN,Denmark Capped Investable Mkt Idx Fd MSCI Ishare,Chemical (Specialty),AMEX,2820
EDG,GOOG/NYSE_EDG,Edgen Group Inc,Computer & Peripherals,NYSE,3573
EDGR,GOOG/NASDAQ_EDGR,Edgar Online,Internet,NASDAQ,7370
EDGW,GOOG/NASDAQ_EDGW,Edgewater Technology,Industrial Services,NASDAQ,7300
EDMC,GOOG/NASDAQ_EDMC,Education Management Corp.,Educational Services,NASDAQ,8299
EDS,GOOG/NASDAQ_EDS,Exceed Company Ltd,Computer Software & Svcs,NASDAQ,3579
EDT,GOOG/NYSE_EDT,Entergy Texas Inc,Medical Services,NYSE,8000
EDU,GOOG/NYSE_EDU,New Oriental Education & Technology Group,Educational Services,NYSE,8299
EDUC,GOOG/NASDAQ_EDUC,Educational Development Corp.,Publishing,NASDAQ,2700
EE,GOOG/NYSE_EE,El Paso Electric Company,Electric Utility (West),NYSE,4913
EEA,GOOG/NYSE_EEA,European Equity Fund,Investment Co.(Foreign),NYSE,6730
EEFT,GOOG/NASDAQ_EEFT,Euronet Worldwide,Computer Software/Svcs,NASDAQ,3579
EEI,GOOG/NASDAQ_EEI,Ecology And Environment,Environmental,NASDAQ,4953
EEP,GOOG/NYSE_EEP,Enbridge Energy L.P.,Petroleum (Integrated),NYSE,2900
EEQ,GOOG/NYSE_EEQ,Enbridge Energy Management Llc,Oilfield Svcs/Equip.,NYSE,3533
EF,GOOG/NASDAQ_EF,Edelman Financial Group Inc,Financial Svcs. (Div.),NASDAQ,6100
EFC,GOOG/NYSE_EFC,Ellington Financial Llc,Bank,NYSE,6000
EFII,GOOG/NASDAQ_EFII,Electronics For Imaging,Computer Software & Svcs,NASDAQ,3579
EFNL,GOOG/AMEX_EFNL,Finland Cp Investable Mkt Indx Fund MSCI Ishares,Financial Svcs. (Div.),AMEX,6100
EFSC,GOOG/NASDAQ_EFSC,Enterprise Financial Services Corp.,Bank,NASDAQ,6000
EFUT,GOOG/NASDAQ_EFUT,Efuture Information Technology Inc.,Computer Software/Svcs,NASDAQ,3579
EFX,GOOG/NYSE_EFX,Equifax,Industrial Services,NYSE,7300
EFX.TO,YAHOO/TSX_EFX_TO,Enerflex Systems Ltd.,Oilfield Services/Equip.,TSX,3533
EGAN,GOOG/NASDAQ_EGAN,Egain Comm Cp,Internet,NASDAQ,7370
EGAS,GOOG/AMEX_EGAS,Gas Natural Inc.,Natural Gas (Distrib.),AMEX,4920
EGBN,GOOG/NASDAQ_EGBN,Eagle Bancorp,Thrift,NASDAQ,6120
EGHT,GOOG/NASDAQ_EGHT,8X8 Inc,Semiconductor,NASDAQ,3674
EGI,GOOG/AMEX_EGI,Entree Gold Inc,Precious Metals,AMEX,1041
EGL,GOOG/NYSE_EGL,Engility Holdings Inc. Common,Engineering & Const,NYSE,1629
EGLE,GOOG/NASDAQ_EGLE,Eagle Bulk Shipping Inc.,Grocery,NASDAQ,5400
EGN,GOOG/NYSE_EGN,Energen Corp.,Natural Gas (Distrib.),NYSE,4920
EGO,GOOG/NYSE_EGO,Eldorado Gold Corp,Precious Metals,NYSE,1041
EGOV,GOOG/NASDAQ_EGOV,Nic Inc.,Internet,NASDAQ,7370
EGP,GOOG/NYSE_EGP,Eastgroup Properties,R.E.I.T.,NYSE,6720
EGT,GOOG/AMEX_EGT,Entertainment Gaming Asia Inc.,Hotel/Gaming,AMEX,7000
EGY,GOOG/NYSE_EGY,Vaalco Energy Inc,Petroleum (Producing),NYSE,1300
EH.TO,YAHOO/TSX_EH_TO,easyhome Ltd,Retail (Special Lines),TSX,5600
EHTH,GOOG/NASDAQ_EHTH,Ehealth,Insurance (Prop/Cas.),NASDAQ,6330
EIG,GOOG/NYSE_EIG,Employers Holdings Inc,Insurance (Prop/Cas.),NYSE,6330
EIHI,GOOG/NASDAQ_EIHI,Eastern Insurance Holdings,Insurance (Life),NASDAQ,6310
EIX,GOOG/NYSE_EIX,Edison International,Electric Utility (West),NYSE,4913
EJ,GOOG/NYSE_EJ,E-House [China] Holdings,Property Management,NYSE,6510
EL,GOOG/NYSE_EL,Estee Lauder Companies,Toiletries/Cosmetics,NYSE,2844
ELF.TO,YAHOO/TSX_ELF_TO,E-L Finl Corp. Ltd.,Financial Svcs. (Div.),TSX,6100
ELGX,GOOG/NASDAQ_ELGX,Endologix Inc,Medical Supplies,NASDAQ,
ELLI,GOOG/NYSE_ELLI,Ellie Mae Inc,Financial Svcs. (Div.),NYSE,6100
ELLO,GOOG/AMEX_ELLO,Ellomay Capital Ltd Ordinary Sh,Office Equip/Supplies,AMEX,3570
ELMD,GOOG/AMEX_ELMD,Electromed,Medical Supplies,AMEX,8060
ELN,GOOG/NYSE_ELN,Elan Corporation Plc,Drug,NYSE,2834
ELNK,GOOG/NASDAQ_ELNK,Earthlink,Internet,NASDAQ,7370
ELON,GOOG/NASDAQ_ELON,Echelon Corp.,Wireless Networking,NASDAQ,7380
ELOQ,GOOG/NASDAQ_ELOQ,Eloqua Inc.,Telecom. Services,NASDAQ,4810
ELOS,GOOG/NASDAQ_ELOS,Syneron Medical Ltd,Medical Supplies,NASDAQ,8060
ELRC,GOOG/NASDAQ_ELRC,Electro Rent Corp.,Industrial Services,NASDAQ,7300
ELSE,GOOG/NASDAQ_ELSE,Electro-Sensors,Electrical Equipment,NASDAQ,3600
ELX,GOOG/NYSE_ELX,Emulex Corp.,Computers/Peripherals,NYSE,
ELY,GOOG/NYSE_ELY,Callaway Golf Company,Recreation,NYSE,7900
EMA.TO,YAHOO/TSX_EMA_TO,Emera Inc,Water Utility,TSX,4941
EMC,GOOG/NYSE_EMC,Emc Corp.,Computer & Peripherals,NYSE,3573
EMCF,GOOG/NASDAQ_EMCF,Emclaire Financial Corp,Bank,NASDAQ,6000
EMCI,GOOG/NASDAQ_EMCI,Emc Insurance Group,Insurance (Prop/Casualty,NASDAQ,6330
EME,GOOG/NYSE_EME,Emcor Group,Industrial Services,NYSE,7300
EMF,GOOG/NYSE_EMF,Templeton Emerging Markets Fund,Investment Co. (Foreign),NYSE,6730
EMITF,GOOG/NASDAQ_EMITF,Elbit Imaging Ltd,Industrial Services,NASDAQ,7300
EMKR,GOOG/NASDAQ_EMKR,Emcore Corp.,Semiconductor,NASDAQ,3674
EML,GOOG/NASDAQ_EML,Eastern Company,Metal Fabricating,NASDAQ,3400
EMMS,GOOG/NASDAQ_EMMS,Emmis Communications Corp.,Entertainment,NASDAQ,7950
EMN,GOOG/NYSE_EMN,Eastman Chemical Company,Chemical (Diversified),NYSE,2813
EMR,GOOG/NYSE_EMR,Emerson Electric Company,Electrical Equipment,NYSE,3600
ENA,GOOG/AMEX_ENA,Enova Systems Inc.,Electrical Equipment,AMEX,3600
ENB.TO,YAHOO/TSX_ENB_TO,Enbridge Inc.,Petroleum (Producing),TSX,1300
END,GOOG/NYSE_END,Endeavor International Corp.,Petroleum (Producing),NYSE,1300
ENDP,GOOG/NASDAQ_ENDP,Endo Pharmaceuticals Holdings Inc.,Drug,NASDAQ,2834
ENG,GOOG/NASDAQ_ENG,Englobal Corp.,Computers/Peripherals,NASDAQ,
ENH,GOOG/NYSE_ENH,Endurance Specialty Holdings Ltd,Insurance (Prop/Cas.),NYSE,6330
ENI,GOOG/NYSE_ENI,Enersis S A,Utility (Foreign),NYSE,4914
ENL,GOOG/NYSE_ENL,Reed Elsevier Nv,Newspaper,NYSE,2710
ENMD,GOOG/NASDAQ_ENMD,Entremed,Drug,NASDAQ,2834
ENOC,GOOG/NASDAQ_ENOC,Enernoc,Power,NASDAQ,4900
ENPH,GOOG/NASDAQ_ENPH,Enphase Energy Inc.,Power,NASDAQ,4900
ENR,GOOG/NYSE_ENR,Energizer Holdings,Electronics,NYSE,3670
ENS,GOOG/NYSE_ENS,Enersys,Electrical Equipment,NYSE,3600
ENSG,GOOG/NASDAQ_ENSG,The Ensign Group,Internet,NASDAQ,7370
ENTG,GOOG/NASDAQ_ENTG,Entegris,Semiconductor,NASDAQ,3674
ENTR,GOOG/NASDAQ_ENTR,Entropic Communications,Semiconductor,NASDAQ,3674
ENV,GOOG/NYSE_ENV,Envestnet Inc,Environmental,NYSE,4953
ENVI,GOOG/NASDAQ_ENVI,Envivio Inc.,Wireless Networking,NASDAQ,7380
ENY,GOOG/AMEX_ENY,Canadian Energy Income Guggenheim,Industrial Services,AMEX,7300
ENZ,GOOG/NYSE_ENZ,Enzo Biochem,Medical Supplies,NYSE,8060
ENZN,GOOG/NASDAQ_ENZN,Enzon Pharmaceuticals,Drug,NASDAQ,2834
EOG,GOOG/NYSE_EOG,Eog Resources,Natural Gas (Diversified,NYSE,4929
EONC,GOOG/NASDAQ_EONC,Eon Communications Corp.,Telecom. Equipment,NASDAQ,4811
EOPN,GOOG/NASDAQ_EOPN,E2Open Inc,Computer Software,NASDAQ,3579
EPAM,GOOG/NYSE_EPAM,Epam Systems Inc.,IT Services,NYSE,7379
EPAX,GOOG/NASDAQ_EPAX,Ambassadors Group,Recreation,NASDAQ,7900
EPAY,GOOG/NASDAQ_EPAY,Bottomline Technologies,Computer Software & Svcs,NASDAQ,3579
EPB,GOOG/NYSE_EPB,El Paso Pipeline Partners Lp,Oil/Gas Distribution,NYSE,4610
EPD,GOOG/NYSE_EPD,Enterprise Products Partners L.P.,Natural Gas (Diversified,NYSE,4929
EPHC,GOOG/NASDAQ_EPHC,Epoch Holding Corp.,Financial Svcs. (Div.),NASDAQ,6100
EPIQ,GOOG/NASDAQ_EPIQ,Epiq Systems,Industrial Services,NASDAQ,7300
EPL,GOOG/NYSE_EPL,Energy Partners,Petroleum (Producing),NYSE,1300
EPM,GOOG/AMEX_EPM,Evolution Petroleum Corp.,Computer Software/Svcs,AMEX,3579
EPOC,GOOG/NASDAQ_EPOC,Epocrates,Healthcare Information,NASDAQ,7375
EPR,GOOG/NYSE_EPR,Entertainment Properties Trust,R.E.I.T.,NYSE,6720
EQIX,GOOG/NASDAQ_EQIX,Equinix,E-Commerce,NASDAQ,7372
EQM,GOOG/NYSE_EQM,Eqt Midstream Partners Lp,Pipeline MLPs,NYSE,4619
EQR,GOOG/NYSE_EQR,Equity Residential,R.E.I.T.,NYSE,6720
EQT,GOOG/NYSE_EQT,Eqt Corp.,Natural Gas (Diversified,NYSE,4929
EQY,GOOG/NYSE_EQY,Equity One,Retail Store,NYSE,5300
ERB,GOOG/AMEX_ERB,Erba Diagnostics Inc,Med Supp Non-Invasive,AMEX,3842
ERF,GOOG/NYSE_ERF,Enerplus Corp.,Petroleum (Producing),NYSE,1300
ERIC,GOOG/NASDAQ_ERIC,Lm Ericsson Telephone Company,Telecom. Equipment,NASDAQ,4811
ERIE,GOOG/NASDAQ_ERIE,Erie Indemnity Company,Insurance (Prop/Casualty,NASDAQ,6330
ERII,GOOG/NASDAQ_ERII,Energy Recovery,Environmental,NASDAQ,4953
ERJ,GOOG/NYSE_ERJ,Embraer-Empresa Brasileira De Aeronautica,Aerospace/Defense,NYSE,3720
EROC,GOOG/NASDAQ_EROC,Eagle Rock Energy Partners L.P.,Natural Gas (Div.),NASDAQ,4929
ERS,GOOG/NASDAQ_ERS,Empire Resources Inc,Computer Software & Svcs,NASDAQ,3579
ES,GOOG/NYSE_ES,Energysolutions Inc,Environmental,NYSE,4953
ESA,GOOG/AMEX_ESA,Energy Services Acquisition Corp,Hotel/Gaming,AMEX,7000
ESBF,GOOG/NASDAQ_ESBF,Esb Financial Corp.,Thrift,NASDAQ,
ESBK,GOOG/NASDAQ_ESBK,The Elmira Savings Bank Fsb,Thrift,NASDAQ,6120
ESC,GOOG/NYSE_ESC,Emeritus Corp.,Medical Services,NYSE,8000
ESCA,GOOG/NASDAQ_ESCA,Escalade Inc.,Recreation,NASDAQ,7900
ESE,GOOG/NYSE_ESE,Esco Technologies Inc.,Aerospace/Defense,NYSE,3720
ESEA,GOOG/NASDAQ_ESEA,Euroseas Ltd,Maritime,NASDAQ,4400
ESGR,GOOG/NASDAQ_ESGR,Enstar Group Limited,Industrial Services,NASDAQ,7300
ESI,GOOG/NYSE_ESI,Itt Educational Services,Educational Services,NYSE,8299
ESI.TO,YAHOO/TSX_ESI_TO,Ensign Resource Svc Group Inc,Petroleum (Producing),TSX,1300
ESIO,GOOG/NASDAQ_ESIO,Electro Scientific Industries,Semiconductor Cap Equip,NASDAQ,3680
ESL,GOOG/NYSE_ESL,Esterline Technologies Corp.,Precision Instrument,NYSE,3800
ESLT,GOOG/NASDAQ_ESLT,Elbit Systems Ltd,Aerospace/Defense,NASDAQ,3720
ESMC,GOOG/NASDAQ_ESMC,Escalon Medical,Medical Services,NASDAQ,8000
ESP,GOOG/AMEX_ESP,Espey Mfg. & Electronics,Electronics,AMEX,3670
ESRX,GOOG/NASDAQ_ESRX,Express Scripts,Medical Services,NASDAQ,8000
ESS,GOOG/NYSE_ESS,Essex Property Trust,R.E.I.T.,NYSE,6720
ESSA,GOOG/NASDAQ_ESSA,Essa Bancorp,Thrift,NASDAQ,6120
ESSX,GOOG/NASDAQ_ESSX,Essex Rental Corp.,Automotive,NASDAQ,3710
ESV,GOOG/NYSE_ESV,Ensco Plc,Oilfield Services/Equip.,NYSE,3533
ESYS,GOOG/NASDAQ_ESYS,Elecsys Corp.,Aerospace/Defense,NASDAQ,3720
ET,GOOG/NYSE_ET,Exacttarget Inc.,Internet,NYSE,7370
ETAK,GOOG/AMEX_ETAK,Elephant Talk Commun,Telecom. Services,AMEX,4810
ETE,GOOG/NYSE_ETE,Energy Transfer Equity L.P.,Oilfield Svcs/Equip.,NYSE,3533
ETFC,GOOG/NASDAQ_ETFC,E*Trade Financial Corp.,Financial Svcs. (Div.),NASDAQ,6100
ETH,GOOG/NYSE_ETH,Ethan Allen Interiors Inc.,Furn./Home Furnishings,NYSE,2500
ETM,GOOG/NYSE_ETM,Entercom Communications Corp.,Entertainment,NYSE,7950
ETN,GOOG/NYSE_ETN,Eaton Corp.,Auto Parts (OEM),NYSE,3716
ETP,GOOG/NYSE_ETP,Energy Transfer Partners,Oilfield Svcs/Equip.,NYSE,3533
ETR,GOOG/NYSE_ETR,Entergy Corp.,Electric Util. (Central),NYSE,4912
ETRM,GOOG/NASDAQ_ETRM,Enteromedics Inc.,Medical Supplies,NASDAQ,8060
EV,GOOG/NYSE_EV,Eaton Vance Corp.,Financial Svcs. (Div.),NYSE,6100
EVBN,GOOG/AMEX_EVBN,Evans Bancorp,Bank,AMEX,6000
EVBS,GOOG/NASDAQ_EVBS,Eastern Virginia Bankshares,Bank,NASDAQ,6000
EVC,GOOG/NYSE_EVC,Entravision Communications Corp.,Entertainment,NYSE,7950
EVEP,GOOG/NASDAQ_EVEP,Ev Energy Partners L.P.,Petroleum (Producing),NASDAQ,1300
EVER,GOOG/NYSE_EVER,Everbank Financial Corp.,Financial Svcs. (Div.),NYSE,6100
EVG,GOOG/NYSE_EVG,Eaton Vance Short Diversified,Petroleum (Producing),NYSE,1300
EVI,GOOG/AMEX_EVI,Envirostarm,Industrial Services,AMEX,7300
EVK,GOOG/AMEX_EVK,Ever-Glory International Group,Apparel,AMEX,2300
EVOL,GOOG/NASDAQ_EVOL,Evolving Systems,Telecom. Services,NASDAQ,4810
EVR,GOOG/NYSE_EVR,Evercore Partners Inc,Financial Svcs. (Div.),NYSE,6100
EW,GOOG/NYSE_EW,Edwards Lifesciences Corp.,Medical Supplies,NYSE,8060
EWBC,GOOG/NASDAQ_EWBC,East West Bancorp,Bank,NASDAQ,6000
EXA,GOOG/NASDAQ_EXA,Exa Corporation,Computer Software,NASDAQ,3579
EXAC,GOOG/NASDAQ_EXAC,Exactech,Medical Supplies,NASDAQ,8060
EXAM,GOOG/NYSE_EXAM,Examworks Group,Medical Services,NYSE,8000
EXAR,GOOG/NASDAQ_EXAR,Exar Corp.,Electronics,NASDAQ,3670
EXAS,GOOG/NASDAQ_EXAS,Exact Sciences Corp.,Drug,NASDAQ,2834
EXC,GOOG/NYSE_EXC,Exelon Corp.,Electric Utility (East),NYSE,4911
EXE,GOOG/AMEX_EXE,Crexendo Inc,E-Commerce,AMEX,7372
EXE.TO,YAHOO/TSX_EXE_TO,Extendicare Inc,R.E.I.T.,TSX,6720
EXEL,GOOG/NASDAQ_EXEL,Exelixis,Drug,NASDAQ,2834
EXFO,GOOG/NASDAQ_EXFO,Exfo Inc,Telecom. Services,NASDAQ,4810
EXH,GOOG/NYSE_EXH,Exterran Holdings,Oilfield Svcs/Equip.,NYSE,3533
EXK,GOOG/NYSE_EXK,Endeavour Silver Corp.,Precious Metals,NYSE,1041
EXLP,GOOG/NASDAQ_EXLP,Exterran Partners L.P.,Oilfield Svcs/Equip.,NASDAQ,3533
EXLS,GOOG/NASDAQ_EXLS,Exlservice Holdings,Industrial Services,NASDAQ,7300
EXM,GOOG/NYSE_EXM,Excel Maritime Carriers,Maritime,NYSE,4400
EXP,GOOG/NYSE_EXP,Eagle Materials Inc,Cement & Aggregates,NYSE,3240
EXPD,GOOG/NASDAQ_EXPD,Expeditors International Of Washington,Air Transport,NASDAQ,4510
EXPE,GOOG/NASDAQ_EXPE,Expedia,Recreation,NASDAQ,7900
EXPO,GOOG/NASDAQ_EXPO,Exponent,Industrial Services,NASDAQ,7300
EXPR,GOOG/NYSE_EXPR,Express,Retail (Special Lines),NYSE,5600
EXR,GOOG/NYSE_EXR,Extra Space Storage Inc,R.E.I.T.,NYSE,6720
EXTR,GOOG/NASDAQ_EXTR,Extreme Networks,Computer & Peripherals,NASDAQ,3573
EXXI,GOOG/NASDAQ_EXXI,Energy Xxi [Bermuda] Limited,Petroleum (Producing),NASDAQ,1300
EZCH,GOOG/NASDAQ_EZCH,Ezchip Semiconductor Limited,Telecom. Equipment,NASDAQ,4811
EZPW,GOOG/NASDAQ_EZPW,Ezcorp,Financial Svcs. (Div.),NASDAQ,6100
F,GOOG/NYSE_F,Ford Motor Credit Company,Auto & Truck,NYSE,3710
FAB,GOOG/AMEX_FAB,Multi Cap Value Alphadex First Trust,Bank,AMEX,6000
FAC,GOOG/NYSE_FAC,Liberte Investors Inc.,Insurance (Life),NYSE,6310
FACE,GOOG/NASDAQ_FACE,Physicians Formula Holdings,Toiletries/Cosmetics,NASDAQ,2844
FAF,GOOG/NYSE_FAF,First American Corp.,Financial Svcs. (Div.),NYSE,6100
FALC,GOOG/NASDAQ_FALC,Falconstor Software,Telecom. Equipment,NASDAQ,4811
FANG,GOOG/NASDAQ_FANG,Diamondback Energy Inc,Petroleum (Producing),NASDAQ,1300
FARM,GOOG/NASDAQ_FARM,Farmer Brothers Company,Food Processing,NASDAQ,2000
FARO,GOOG/NASDAQ_FARO,Faro Technologies,Precision Instrument,NASDAQ,3800
FAST,GOOG/NASDAQ_FAST,Fastenal Company,Retail Building Supply,NASDAQ,5211
FAX,GOOG/AMEX_FAX,Aberdeen Asia-Pacific,Investment Co.,AMEX,6730
FB,GOOG/NASDAQ_FB,Facebook Inc,Internet,NASDAQ,7370
FBC,GOOG/NYSE_FBC,Flagstar Bancorp,Thrift,NYSE,6120
FBHS,GOOG/NYSE_FBHS,Fortune Brands Home & Security,Furn/Home Furnishings,NYSE,2500
FBIZ,GOOG/NASDAQ_FBIZ,First Business Financial Services,Bank,NASDAQ,6000
FBMI,GOOG/NASDAQ_FBMI,Firstbank Corp.,Bank,NASDAQ,6000
FBMS,GOOG/NASDAQ_FBMS,The First Bancshares,Bank,NASDAQ,6000
FBN,GOOG/NYSE_FBN,Furniture Brands International,Furn./Home Furnishings,NYSE,2500
FBNC,GOOG/NASDAQ_FBNC,First Bancorp,Bank,NASDAQ,6000
FBNK,GOOG/NASDAQ_FBNK,First Connecticut Bancorp Inc.,Bank,NASDAQ,6000
FBP,GOOG/NYSE_FBP,First Bancorp.,Thrift,NYSE,6120
FBR,GOOG/NYSE_FBR,Fibria Celulose S.A.,Financial Svcs. (Div.),NYSE,6100
FBRC,GOOG/NASDAQ_FBRC,Fbr & Co,Financial Svcs. (Div.),NASDAQ,6100
FBSS,GOOG/NASDAQ_FBSS,Fauquier Bankshares,Bank,NASDAQ,6000
FC,GOOG/NYSE_FC,Franklin Covey Company,Educational Services,NYSE,8299
FCAL,GOOG/NASDAQ_FCAL,First California Financial Group,Bank,NASDAQ,6000
FCAP,GOOG/NASDAQ_FCAP,First Capital,Thrift,NASDAQ,6120
FCBC,GOOG/NASDAQ_FCBC,First Community Bancshares,Bank,NASDAQ,6000
FCCO,GOOG/NASDAQ_FCCO,First Community Corp.,Bank,NASDAQ,6000
FCCY,GOOG/NASDAQ_FCCY,1St Constitution Bancorp [Nj],Bank,NASDAQ,6000
FCEL,GOOG/NASDAQ_FCEL,Fuelcell Energy,Machinery,NASDAQ,3500
FCF,GOOG/NYSE_FCF,First Commonwealth Financial Corp.,Bank,NYSE,6000
FCFC,GOOG/NASDAQ_FCFC,Firstcity Financial Corp.,Financial Svcs. (Div.),NASDAQ,6100
FCFS,GOOG/NASDAQ_FCFS,First Cash Financial Services,Financial Svcs. (Div.),NASDAQ,6100
FCH,GOOG/NYSE_FCH,Felcor Lodging Trust Inc.,R.E.I.T.,NYSE,6720
FCL,GOOG/AMEX_FCL,Consumer Cyclical ETF Focus Morningstar,Coal,AMEX,1220
FCLF,GOOG/NASDAQ_FCLF,First Clover Leaf Financial,Thrift,NASDAQ,6120
FCN,GOOG/NYSE_FCN,Fti Consulting,Industrial Services,NYSE,7300
FCNCA,GOOG/NASDAQ_FCNCA,First Citizens Bancshares,Bank,NASDAQ,6000
FCR.TO,YAHOO/TSX_FCR_TO,First Cap Realty Inc,R.E.I.T.,TSX,6720
FCS,GOOG/NYSE_FCS,Fairchild Semiconductor International,Semiconductor,NYSE,3674
FCTY,GOOG/NASDAQ_FCTY,1St Century Bancshares Inc,Bank,NASDAQ,6000
FCVA,GOOG/NASDAQ_FCVA,First Capital Bancorp Inc. [Va],Bank,NASDAQ,6000
FCX,GOOG/NYSE_FCX,Freeport-Mcmoran Copper & Gold,Metals & Mining (Div.),NYSE,1000
FCZA,GOOG/NASDAQ_FCZA,First Citizens Banc,Bank,NASDAQ,6000
FDEF,GOOG/NASDAQ_FDEF,First Defiance Financial,Thrift,NASDAQ,
FDML,GOOG/NASDAQ_FDML,Federal-Mogul Corp.,Auto Parts,NASDAQ,3716
FDO,GOOG/NYSE_FDO,Family Dollar Stores,Retail Store,NYSE,5300
FDP,GOOG/NYSE_FDP,Fresh Del Monte Produce,Food Processing,NYSE,2000
FDS,GOOG/NYSE_FDS,Factset Research Systems Inc.,Computer Software & Svcs,NYSE,3579
